id,session_id,hex_id,signal_name,raw_id,decoded,timestamp,elapsed_ms,data,dlc
17317,23,0x201,Steering angle / torque,513,"{""steeringAngle"":0,""torque"":0}",1756868234799,0.634,00 00 00 00,4
17318,23,0x202,Brake pedal status,514,"{""brakePressed"":false,""brakeForce"":0}",1756868234799,0.634,00 00,2
17319,23,0x220,Gear position,544,"{""gear"":0}",1756868234799,0.634,00,1
17320,23,0x3f2,Headlights / turn signals,1010,"{""left"":false,""right"":false,""hazards"":false,""headlights"":false}",1756868234799,0.634,00,1
17321,23,0x200,"Engine RPM, Throttle, Speed",512,"{""rpm"":841,""speed"":0,""throttle"":0}",1756868234832,0.667,03 49 00 00 00 00,6
17322,23,0x201,Steering angle / torque,513,"{""steeringAngle"":0,""torque"":0}",1756868234832,0.667,00 00 00 00,4
17323,23,0x202,Brake pedal status,514,"{""brakePressed"":false,""brakeForce"":0}",1756868234832,0.667,00 00,2
17324,23,0x220,Gear position,544,"{""gear"":0}",1756868234832,0.667,00,1
17325,23,0x3f2,Headlights / turn signals,1010,"{""left"":false,""right"":false,""hazards"":false,""headlights"":false}",1756868234832,0.667,00,1
17326,23,0x200,"Engine RPM, Throttle, Speed",512,"{""rpm"":825,""speed"":0,""throttle"":0}",1756868234867,0.702,03 39 00 00 00 00,6
17327,23,0x201,Steering angle / torque,513,"{""steeringAngle"":0,""torque"":0}",1756868234867,0.702,00 00 00 00,4
17328,23,0x202,Brake pedal status,514,"{""brakePressed"":false,""brakeForce"":0}",1756868234867,0.702,00 00,2
17329,23,0x220,Gear position,544,"{""gear"":0}",1756868234867,0.702,00,1
17330,23,0x3f2,Headlights / turn signals,1010,"{""left"":false,""right"":false,""hazards"":false,""headlights"":false}",1756868234867,0.702,00,1
17331,23,0x200,"Engine RPM, Throttle, Speed",512,"{""rpm"":812,""speed"":0,""throttle"":0}",1756868234900,0.735,03 2C 00 00 00 00,6
17332,23,0x201,Steering angle / torque,513,"{""steeringAngle"":0,""torque"":0}",1756868234900,0.735,00 00 00 00,4
17333,23,0x202,Brake pedal status,514,"{""brakePressed"":false,""brakeForce"":0}",1756868234900,0.735,00 00,2
17334,23,0x220,Gear position,544,"{""gear"":0}",1756868234900,0.735,00,1
17335,23,0x3f2,Headlights / turn signals,1010,"{""left"":false,""right"":false,""hazards"":false,""headlights"":false}",1756868234900,0.735,00,1
17336,23,0x200,"Engine RPM, Throttle, Speed",512,"{""rpm"":804,""speed"":0,""throttle"":0}",1756868234931,0.766,03 24 00 00 00 00,6
17337,23,0x201,Steering angle / torque,513,"{""steeringAngle"":0,""torque"":0}",1756868234931,0.766,00 00 00 00,4
17338,23,0x202,Brake pedal status,514,"{""brakePressed"":false,""brakeForce"":0}",1756868234931,0.766,00 00,2
17339,23,0x220,Gear position,544,"{""gear"":0}",1756868234931,0.766,00,1
17340,23,0x3f2,Headlights / turn signals,1010,"{""left"":false,""right"":false,""hazards"":false,""headlights"":false}",1756868234931,0.766,00,1
17341,23,0x200,"Engine RPM, Throttle, Speed",512,"{""rpm"":800,""speed"":0,""throttle"":0}",1756868234967,0.802,03 20 00 00 00 00,6
17342,23,0x201,Steering angle / torque,513,"{""steeringAngle"":0,""torque"":0}",1756868234967,0.802,00 00 00 00,4
17343,23,0x202,Brake pedal status,514,"{""brakePressed"":false,""brakeForce"":0}",1756868234967,0.802,00 00,2
17344,23,0x220,Gear position,544,"{""gear"":0}",1756868234967,0.802,00,1
17345,23,0x3f2,Headlights / turn signals,1010,"{""left"":false,""right"":false,""hazards"":false,""headlights"":false}",1756868234967,0.802,00,1
17346,23,0x200,"Engine RPM, Throttle, Speed",512,"{""rpm"":802,""speed"":0,""throttle"":0}",1756868235000,0.835,03 22 00 00 00 00,6
17347,23,0x201,Steering angle / torque,513,"{""steeringAngle"":0,""torque"":0}",1756868235000,0.835,00 00 00 00,4
17348,23,0x202,Brake pedal status,514,"{""brakePressed"":false,""brakeForce"":0}",1756868235000,0.835,00 00,2
17349,23,0x220,Gear position,544,"{""gear"":0}",1756868235000,0.835,00,1
17350,23,0x3f2,Headlights / turn signals,1010,"{""left"":false,""right"":false,""hazards"":false,""headlights"":false}",1756868235000,0.835,00,1
17351,23,0x200,"Engine RPM, Throttle, Speed",512,"{""rpm"":810,""speed"":0,""throttle"":0}",1756868235034,0.869,03 2A 00 00 00 00,6
17352,23,0x201,Steering angle / torque,513,"{""steeringAngle"":0,""torque"":0}",1756868235034,0.869,00 00 00 00,4
17353,23,0x202,Brake pedal status,514,"{""brakePressed"":false,""brakeForce"":0}",1756868235034,0.869,00 00,2
17354,23,0x220,Gear position,544,"{""gear"":0}",1756868235034,0.869,00,1
17355,23,0x3f2,Headlights / turn signals,1010,"{""left"":false,""right"":false,""hazards"":false,""headlights"":false}",1756868235034,0.869,00,1
17356,23,0x200,"Engine RPM, Throttle, Speed",512,"{""rpm"":822,""speed"":0,""throttle"":0}",1756868235069,0.904,03 36 00 00 00 00,6
17357,23,0x201,Steering angle / torque,513,"{""steeringAngle"":0,""torque"":0}",1756868235069,0.904,00 00 00 00,4
17358,23,0x202,Brake pedal status,514,"{""brakePressed"":false,""brakeForce"":0}",1756868235069,0.904,00 00,2
17359,23,0x220,Gear position,544,"{""gear"":0}",1756868235069,0.904,00,1
17360,23,0x3f2,Headlights / turn signals,1010,"{""left"":false,""right"":false,""hazards"":false,""headlights"":false}",1756868235069,0.904,00,1
17361,23,0x200,"Engine RPM, Throttle, Speed",512,"{""rpm"":837,""speed"":0,""throttle"":0}",1756868235102,0.937,03 45 00 00 00 00,6
17362,23,0x201,Steering angle / torque,513,"{""steeringAngle"":0,""torque"":0}",1756868235102,0.937,00 00 00 00,4
17363,23,0x202,Brake pedal status,514,"{""brakePressed"":false,""brakeForce"":0}",1756868235102,0.937,00 00,2
17364,23,0x220,Gear position,544,"{""gear"":0}",1756868235102,0.937,00,1
17365,23,0x3f2,Headlights / turn signals,1010,"{""left"":false,""right"":false,""hazards"":false,""headlights"":false}",1756868235102,0.937,00,1
17366,23,0x200,"Engine RPM, Throttle, Speed",512,"{""rpm"":854,""speed"":0,""throttle"":0}",1756868235136,0.971,03 56 00 00 00 00,6
17367,23,0x201,Steering angle / torque,513,"{""steeringAngle"":0,""torque"":0}",1756868235136,0.971,00 00 00 00,4
17368,23,0x202,Brake pedal status,514,"{""brakePressed"":false,""brakeForce"":0}",1756868235136,0.971,00 00,2
17369,23,0x220,Gear position,544,"{""gear"":0}",1756868235136,0.971,00,1
17370,23,0x3f2,Headlights / turn signals,1010,"{""left"":false,""right"":false,""hazards"":false,""headlights"":false}",1756868235136,0.971,00,1
17371,23,0x200,"Engine RPM, Throttle, Speed",512,"{""rpm"":871,""speed"":0,""throttle"":0}",1756868235170,1.005,03 67 00 00 00 00,6
17372,23,0x201,Steering angle / torque,513,"{""steeringAngle"":0,""torque"":0}",1756868235170,1.005,00 00 00 00,4
17373,23,0x202,Brake pedal status,514,"{""brakePressed"":false,""brakeForce"":0}",1756868235170,1.005,00 00,2
17374,23,0x220,Gear position,544,"{""gear"":0}",1756868235170,1.005,00,1
17375,23,0x3f2,Headlights / turn signals,1010,"{""left"":false,""right"":false,""hazards"":false,""headlights"":false}",1756868235170,1.005,00,1
17376,23,0x200,"Engine RPM, Throttle, Speed",512,"{""rpm"":884,""speed"":0,""throttle"":0}",1756868235204,1.039,03 74 00 00 00 00,6
17377,23,0x201,Steering angle / torque,513,"{""steeringAngle"":0,""torque"":0}",1756868235204,1.039,00 00 00 00,4
17378,23,0x202,Brake pedal status,514,"{""brakePressed"":false,""brakeForce"":0}",1756868235204,1.039,00 00,2
17379,23,0x220,Gear position,544,"{""gear"":0}",1756868235204,1.039,00,1
17380,23,0x3f2,Headlights / turn signals,1010,"{""left"":false,""right"":false,""hazards"":false,""headlights"":false}",1756868235204,1.039,00,1
17381,23,0x200,"Engine RPM, Throttle, Speed",512,"{""rpm"":895,""speed"":0,""throttle"":0}",1756868235238,1.073,03 7F 00 00 00 00,6
17382,23,0x201,Steering angle / torque,513,"{""steeringAngle"":0,""torque"":0}",1756868235238,1.073,00 00 00 00,4
17383,23,0x202,Brake pedal status,514,"{""brakePressed"":false,""brakeForce"":0}",1756868235238,1.073,00 00,2
17384,23,0x220,Gear position,544,"{""gear"":0}",1756868235238,1.073,00,1
17385,23,0x3f2,Headlights / turn signals,1010,"{""left"":false,""right"":false,""hazards"":false,""headlights"":false}",1756868235238,1.073,00,1
17389,23,0x220,Gear position,544,"{""gear"":0}",1756868235272,1.107,00,1
17386,23,0x200,"Engine RPM, Throttle, Speed",512,"{""rpm"":900,""speed"":0,""throttle"":0}",1756868235272,1.107,03 84 00 00 00 00,6
17387,23,0x201,Steering angle / torque,513,"{""steeringAngle"":0,""torque"":0}",1756868235272,1.107,00 00 00 00,4
17388,23,0x202,Brake pedal status,514,"{""brakePressed"":false,""brakeForce"":0}",1756868235272,1.107,00 00,2
17390,23,0x3f2,Headlights / turn signals,1010,"{""left"":false,""right"":false,""hazards"":false,""headlights"":false}",1756868235272,1.107,00,1
17391,23,0x200,"Engine RPM, Throttle, Speed",512,"{""rpm"":899,""speed"":0,""throttle"":0}",1756868235307,1.142,03 83 00 00 00 00,6
17392,23,0x201,Steering angle / torque,513,"{""steeringAngle"":0,""torque"":0}",1756868235307,1.142,00 00 00 00,4
17393,23,0x202,Brake pedal status,514,"{""brakePressed"":false,""brakeForce"":0}",1756868235307,1.142,00 00,2
17394,23,0x220,Gear position,544,"{""gear"":0}",1756868235307,1.142,00,1
17395,23,0x3f2,Headlights / turn signals,1010,"{""left"":false,""right"":false,""hazards"":false,""headlights"":false}",1756868235307,1.142,00,1
17396,23,0x200,"Engine RPM, Throttle, Speed",512,"{""rpm"":892,""speed"":0,""throttle"":0}",1756868235341,1.176,03 7C 00 00 00 00,6
17397,23,0x201,Steering angle / torque,513,"{""steeringAngle"":0,""torque"":0}",1756868235341,1.176,00 00 00 00,4
17398,23,0x202,Brake pedal status,514,"{""brakePressed"":false,""brakeForce"":0}",1756868235341,1.176,00 00,2
17399,23,0x220,Gear position,544,"{""gear"":0}",1756868235341,1.176,00,1
17400,23,0x3f2,Headlights / turn signals,1010,"{""left"":false,""right"":false,""hazards"":false,""headlights"":false}",1756868235341,1.176,00,1
17401,23,0x200,"Engine RPM, Throttle, Speed",512,"{""rpm"":882,""speed"":0,""throttle"":0}",1756868235374,1.209,03 72 00 00 00 00,6
17402,23,0x201,Steering angle / torque,513,"{""steeringAngle"":0,""torque"":0}",1756868235374,1.209,00 00 00 00,4
17403,23,0x202,Brake pedal status,514,"{""brakePressed"":false,""brakeForce"":0}",1756868235374,1.209,00 00,2
17404,23,0x220,Gear position,544,"{""gear"":0}",1756868235374,1.209,00,1
17405,23,0x3f2,Headlights / turn signals,1010,"{""left"":false,""right"":false,""hazards"":false,""headlights"":false}",1756868235374,1.209,00,1
17406,23,0x200,"Engine RPM, Throttle, Speed",512,"{""rpm"":867,""speed"":0,""throttle"":0}",1756868235407,1.242,03 63 00 00 00 00,6
17407,23,0x201,Steering angle / torque,513,"{""steeringAngle"":0,""torque"":0}",1756868235407,1.242,00 00 00 00,4
17408,23,0x202,Brake pedal status,514,"{""brakePressed"":false,""brakeForce"":0}",1756868235407,1.242,00 00,2
17409,23,0x220,Gear position,544,"{""gear"":0}",1756868235407,1.242,00,1
17410,23,0x3f2,Headlights / turn signals,1010,"{""left"":false,""right"":false,""hazards"":false,""headlights"":false}",1756868235407,1.242,00,1
17411,23,0x200,"Engine RPM, Throttle, Speed",512,"{""rpm"":850,""speed"":0,""throttle"":0}",1756868235441,1.276,03 52 00 00 00 00,6
17412,23,0x201,Steering angle / torque,513,"{""steeringAngle"":0,""torque"":0}",1756868235441,1.276,00 00 00 00,4
17413,23,0x202,Brake pedal status,514,"{""brakePressed"":false,""brakeForce"":0}",1756868235441,1.276,00 00,2
17414,23,0x220,Gear position,544,"{""gear"":0}",1756868235441,1.276,00,1
17415,23,0x3f2,Headlights / turn signals,1010,"{""left"":false,""right"":false,""hazards"":false,""headlights"":false}",1756868235441,1.276,00,1
17416,23,0x200,"Engine RPM, Throttle, Speed",512,"{""rpm"":834,""speed"":0,""throttle"":0}",1756868235476,1.311,03 42 00 00 00 00,6
17417,23,0x201,Steering angle / torque,513,"{""steeringAngle"":0,""torque"":0}",1756868235476,1.311,00 00 00 00,4
17418,23,0x202,Brake pedal status,514,"{""brakePressed"":false,""brakeForce"":0}",1756868235476,1.311,00 00,2
17419,23,0x220,Gear position,544,"{""gear"":0}",1756868235476,1.311,00,1
17420,23,0x3f2,Headlights / turn signals,1010,"{""left"":false,""right"":false,""hazards"":false,""headlights"":false}",1756868235476,1.311,00,1
17421,23,0x200,"Engine RPM, Throttle, Speed",512,"{""rpm"":819,""speed"":0,""throttle"":0}",1756868235510,1.345,03 33 00 00 00 00,6
17422,23,0x201,Steering angle / torque,513,"{""steeringAngle"":0,""torque"":0}",1756868235510,1.345,00 00 00 00,4
17423,23,0x202,Brake pedal status,514,"{""brakePressed"":false,""brakeForce"":0}",1756868235510,1.345,00 00,2
17424,23,0x220,Gear position,544,"{""gear"":0}",1756868235510,1.345,00,1
17425,23,0x3f2,Headlights / turn signals,1010,"{""left"":false,""right"":false,""hazards"":false,""headlights"":false}",1756868235510,1.345,00,1
17426,23,0x200,"Engine RPM, Throttle, Speed",512,"{""rpm"":808,""speed"":0,""throttle"":0}",1756868235544,1.379,03 28 00 00 00 00,6
17427,23,0x201,Steering angle / torque,513,"{""steeringAngle"":0,""torque"":0}",1756868235544,1.379,00 00 00 00,4
17428,23,0x202,Brake pedal status,514,"{""brakePressed"":false,""brakeForce"":0}",1756868235544,1.379,00 00,2
17429,23,0x220,Gear position,544,"{""gear"":0}",1756868235544,1.379,00,1
17430,23,0x3f2,Headlights / turn signals,1010,"{""left"":false,""right"":false,""hazards"":false,""headlights"":false}",1756868235544,1.379,00,1
17431,23,0x200,"Engine RPM, Throttle, Speed",512,"{""rpm"":801,""speed"":0,""throttle"":0}",1756868235577,1.412,03 21 00 00 00 00,6
17432,23,0x201,Steering angle / torque,513,"{""steeringAngle"":0,""torque"":0}",1756868235577,1.412,00 00 00 00,4
17433,23,0x202,Brake pedal status,514,"{""brakePressed"":false,""brakeForce"":0}",1756868235577,1.412,00 00,2
17434,23,0x220,Gear position,544,"{""gear"":0}",1756868235577,1.412,00,1
17435,23,0x3f2,Headlights / turn signals,1010,"{""left"":false,""right"":false,""hazards"":false,""headlights"":false}",1756868235577,1.412,00,1
17436,23,0x200,"Engine RPM, Throttle, Speed",512,"{""rpm"":800,""speed"":0,""throttle"":0}",1756868235611,1.446,03 20 00 00 00 00,6
17437,23,0x201,Steering angle / torque,513,"{""steeringAngle"":0,""torque"":0}",1756868235611,1.446,00 00 00 00,4
17438,23,0x202,Brake pedal status,514,"{""brakePressed"":false,""brakeForce"":0}",1756868235611,1.446,00 00,2
17439,23,0x220,Gear position,544,"{""gear"":0}",1756868235611,1.446,00,1
17440,23,0x3f2,Headlights / turn signals,1010,"{""left"":false,""right"":false,""hazards"":false,""headlights"":false}",1756868235611,1.446,00,1
17441,23,0x200,"Engine RPM, Throttle, Speed",512,"{""rpm"":805,""speed"":0,""throttle"":0}",1756868235645,1.48,03 25 00 00 00 00,6
17442,23,0x201,Steering angle / torque,513,"{""steeringAngle"":0,""torque"":0}",1756868235645,1.48,00 00 00 00,4
17443,23,0x202,Brake pedal status,514,"{""brakePressed"":false,""brakeForce"":0}",1756868235645,1.48,00 00,2
17444,23,0x220,Gear position,544,"{""gear"":0}",1756868235645,1.48,00,1
17445,23,0x3f2,Headlights / turn signals,1010,"{""left"":false,""right"":false,""hazards"":false,""headlights"":false}",1756868235645,1.48,00,1
17449,23,0x220,Gear position,544,"{""gear"":0}",1756868235679,1.514,00,1
17446,23,0x200,"Engine RPM, Throttle, Speed",512,"{""rpm"":815,""speed"":0,""throttle"":0}",1756868235679,1.514,03 2F 00 00 00 00,6
17447,23,0x201,Steering angle / torque,513,"{""steeringAngle"":0,""torque"":0}",1756868235679,1.514,00 00 00 00,4
17448,23,0x202,Brake pedal status,514,"{""brakePressed"":false,""brakeForce"":0}",1756868235679,1.514,00 00,2
17450,23,0x3f2,Headlights / turn signals,1010,"{""left"":false,""right"":false,""hazards"":false,""headlights"":false}",1756868235679,1.514,00,1
17451,23,0x200,"Engine RPM, Throttle, Speed",512,"{""rpm"":829,""speed"":0,""throttle"":0}",1756868235713,1.548,03 3D 00 00 00 00,6
